"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 14 14:45:46 EET 2020","Sat Nov 14 14:46:09 EET 2020","23781","","Main page","","Main page","[C532] Check list of residents","[C532] Check list of residents",""
